NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Município (Código),Município,Variável (Código),Variável,Ano (Código),Ano
6,Município,40,Mil Reais,1071885,1505486,Pacajá - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,117613,1505494,Palestina do Pará - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,5020674,1505502,Paragominas - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,25317042,1505536,Parauapebas - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,120432,1505551,Pau D'Arco - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,81669,1505601,Peixe-Boi - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,324868,1505635,Piçarra - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,379126,1505650,Placas - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,277171,1505700,Ponta de Pedras - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,870235,1505809,Portel - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,452978,1505908,Porto de Moz - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,494696,1506005,Prainha - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,486677,1506104,Primavera - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,123176,1506112,Quatipuru - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,3292754,1506138,Redenção - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,872543,1506161,Rio Maria - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,938382,1506187,Rondon do Pará - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,516465,1506195,Rurópolis - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,732524,1506203,Salinópolis - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,235243,1506302,Salvaterra - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,278333,1506351,Santa Bárbara do Pará - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,98543,1506401,Santa Cruz do Arari - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1505978,1506500,Santa Izabel do Pará - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,233058,1506559,Santa Luzia do Pará - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,696577,1506583,Santa Maria das Barreiras - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,499868,1506609,Santa Maria do Pará - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1764088,1506708,Santana do Araguaia - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,7764936,1506807,Santarém - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,67380,1506906,Santarém Novo - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,582209,1507003,Santo Antônio do Tauá - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,200864,1507102,São Caetano de Odivelas - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,425974,1507151,São Domingos do Araguaia - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,589310,1507201,São Domingos do Capim - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,2020085,1507300,São Félix do Xingu - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,326143,1507409,São Francisco do Pará - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,937038,1507458,São Geraldo do Araguaia - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,66008,1507466,São João da Ponta - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,203685,1507474,São João de Pirabas - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,214554,1507508,São João do Araguaia - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,938621,1507607,São Miguel do Guamá - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,264514,1507706,São Sebastião da Boa Vista - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,160507,1507755,Sapucaia - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,327336,1507805,Senador José Porfírio - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,277732,1507904,Soure - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1738043,1507953,Tailândia - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,101760,1507961,Terra Alta - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,875905,1507979,Terra Santa - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1297602,1508001,Tomé-Açu - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,339249,1508035,Tracuateua - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,373497,1508050,Trairão - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1174448,1508084,Tucumã - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,5999823,1508100,Tucuruí - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,2302813,1508126,Ulianópolis - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,870209,1508159,Uruará - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,520317,1508209,Vigia - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,700431,1508308,Viseu - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,4086688,1508357,Vitória do Xingu - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,2091023,1508407,Xinguara - PA,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,99725,1600055,Serra do Navio - AP,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,184056,1600105,Amapá - AP,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,391427,1600154,Pedra Branca do Amapari - AP,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,231684,1600204,Calçoene - AP,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,94531,1600212,Cutias - AP,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,478972,1600238,Ferreira Gomes - AP,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,108365,1600253,Itaubal - AP,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1168830,1600279,Laranjal do Jari - AP,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,15571145,1600303,Macapá - AP,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,468715,1600402,Mazagão - AP,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,696944,1600501,Oiapoque - AP,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,426170,1600535,Porto Grande - AP,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,82807,1600550,Pracuúba - AP,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,3091307,1600600,Santana - AP,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,266854,1600709,Tartarugalzinho - AP,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,252760,1600808,Vitória do Jari - AP,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,109871,1700251,Abreulândia - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,224320,1700301,Aguiarnópolis - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,233447,1700350,Aliança do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,273732,1700400,Almas - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,628959,1700707,Alvorada - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,173649,1701002,Ananás - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,49247,1701051,Angico - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,288442,1701101,Aparecida do Rio Negro - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,93577,1701309,Aragominas - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,347917,1701903,Araguacema - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,388688,1702000,Araguaçu - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,6165265,1702109,Araguaína - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,90228,1702158,Araguanã - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,785529,1702208,Araguatins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,153138,1702307,Arapoema - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,205200,1702406,Arraias - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,346878,1702554,Augustinópolis - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,61533,1702703,Aurora do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,167496,1702901,Axixá do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,149213,1703008,Babaçulândia - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,219238,1703057,Bandeirantes do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,122563,1703073,Barra do Ouro - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,124496,1703107,Barrolândia - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,117017,1703206,Bernardo Sayão - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,157713,1703305,Bom Jesus do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,120748,1703602,Brasilândia do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,264927,1703701,Brejinho de Nazaré - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,147595,1703800,Buriti do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,44838,1703826,Cachoeirinha - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1241420,1703842,Campos Lindos - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,925419,1703867,Cariri do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,60121,1703883,Carmolândia - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,75057,1703891,Carrasco Bonito - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,447727,1703909,Caseara - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,79764,1704105,Centenário - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,44846,1704600,Chapada de Areia - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,165622,1705102,Chapada da Natividade - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1119264,1705508,Colinas do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,82899,1705557,Combinado - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,75126,1705607,Conceição do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,234432,1706001,Couto Magalhães - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,187366,1706100,Cristalândia - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,82923,1706258,Crixás do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,247899,1706506,Darcinópolis - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,777790,1707009,Dianópolis - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,481319,1707108,Divinópolis do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,199599,1707207,Dois Irmãos do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,248721,1707306,Dueré - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,109800,1707405,Esperantina - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,102788,1707553,Fátima - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,317328,1707652,Figueirópolis - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,131906,1707702,Filadélfia - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,857600,1708205,Formoso do Araguaia - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,221096,1708254,Tabocão - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,211188,1708304,Goianorte - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,257057,1709005,Goiatins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,1021437,1709302,Guaraí - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,3307379,1709500,Gurupi - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,49269,1709807,Ipueiras - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,155967,1710508,Itacajá - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,88499,1710706,Itaguatins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,156514,1710904,Itapiratins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,69211,1711100,Itaporã do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,95141,1711506,Jaú do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,48218,1711803,Juarina - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,941718,1711902,Lagoa da Confusão - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,82843,1711951,Lagoa do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,95999,1712009,Lajeado - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,35046,1712157,Lavandeira - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,63169,1712405,Lizarda - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,56666,1712454,Luzinópolis - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,336342,1712504,Marianópolis do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,320677,1712702,Mateiros - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,54949,1712801,Maurilândia do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,716543,1713205,Miracema do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,423866,1713304,Miranorte - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,330390,1713601,Monte do Carmo - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,74643,1713700,Monte Santo do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,94883,1713809,Palmeiras do Tocantins - TO,37,Produto Interno Bruto a preços correntes,2022,2022
6,Município,40,Mil Reais,70559,1713957,Muricilândia - TO,37,Produto Interno Bruto a preços correntes,2022,2022
